Aggravated assault,All other offenses (except traffic),Area,Arson,Burglary,Crime Index Total,Curfew and loitering law violations,Disorderly conduct,Driving under the influence,Drug abuse violations,Drunkenness,Embezzlement,Forcible rape,Forgery and counterfeiting,Fraud,Gambling,Larceny-theft,Liquor laws,Motor vehicle theft,Murder and nonnegligent manslaughter,Offenses against the family and children,Other assaults,Population,Property crime,Prostitution and commercialized vice,Robbery,Runaways,Sex offenses (except forcible rape and prostitution),State,"Stolen property; buying, receiving, possessing",Suspicion,Total all classes ,Vagrancy,Vandalism,Violent crime,"Weapons; carrying, possessing, etc.",Year
"9,126","84,454",,244,"8,189",,663,"27,605","26,982","39,395","3,385",362,339,"4,702","7,095",351,"35,352","11,456","2,180",430,"3,195","30,273","6,766,841","45,965","1,702","3,119","2,108","3,700",GEORGIA,"3,406",703,"320,569","1,818","3,760","13,014","4,475",2009
852,"23,382",,33,528,,196,782,"5,588","2,055",0,62,120,198,513,19,"4,277","1,471",488,16,32,"4,914","1,150,076","5,326",315,406,"4,161",298,HAWAII,111,0,"51,974",105,815,"1,394",237,2009
"1,313","25,185",,80,"1,027",,534,"2,668","12,226","5,751",351,88,117,183,484,0,"6,018","6,448",193,16,785,"5,882","1,519,531","7,318",5,122,"1,437",333,IDAHO,174,0,"73,268",7,"1,292","1,568",549,2009
"4,592","21,964",,71,"3,028",,489,"14,961","4,250","43,536",0,2,464,319,323,"3,046","15,249","1,288","3,832",380,344,"22,945","13,006,374","22,180","3,473","2,875",7,832,ILLINOIS,54,0,"157,242",105,"4,641","8,311","4,172",2009
"5,494","54,613",,184,"4,217",,755,"7,822","22,618","23,203","16,936",6,210,"1,425","1,671",36,"23,753","12,250","1,443",202,"1,510","21,160","6,679,770","29,597","1,185","1,804","2,764","1,427",INDIANA,"6,608",102,"217,684",54,"2,319","7,710","1,913",2009
"3,403","26,646",,95,"1,937",,545,"6,114","13,516","8,376","10,917",102,90,562,"1,002",6,"12,151","8,663",442,27,954,"10,170","2,756,917","14,625",141,418,393,210,IOWA,220,0,"110,553",22,"2,945","3,938",486,2009
"1,848","18,966",,66,902,,0,"3,662","13,223","6,316",308,148,150,401,"1,195",0,"5,842","5,957",316,46,211,"10,738","1,813,396","7,126",239,282,"1,261",261,KANSAS,215,0,"75,034",0,"1,818","2,326",663,2009
"2,143","34,029",,116,"2,714",,16,"4,828","19,733","18,553","17,260",107,196,"1,243","1,759",28,"12,364",374,347,142,"3,021","8,803","2,295,577","15,541",379,"1,055",75,331,KENTUCKY,"1,437",0,"133,542",482,951,"3,536","1,056",2009
"8,484","40,141",,144,"3,675",,421,"7,581","8,488","19,334","2,578",235,224,574,"2,029",59,"17,812","2,274",728,182,"1,404","15,489","2,410,236","22,359",288,"1,004",349,648,LOUISIANA,"1,314",12,"139,698",265,"2,355","9,894","1,607",2009
416,"16,634",,80,"1,362",,90,"1,886","6,861","5,897",40,37,83,276,878,3,"6,481","5,528",250,19,104,"6,878","1,316,989","8,173",27,194,103,245,MAINE,194,0,"56,567",9,"1,581",712,411,2009
"7,519","98,707",,489,"6,595",,226,"7,082","23,180","51,629",0,349,442,"1,239","1,989",314,"26,228","7,446","2,467",318,"2,223","29,465","5,674,380","35,779","1,322","4,185",443,"1,374",MARYLAND,164,417,"283,407",135,"3,870","12,464","3,590",2009
"10,475","35,618",,97,"3,758",,10,"8,134","12,369","12,127","7,144",139,323,696,"1,547",21,"15,546","5,077",696,76,"1,853","22,234","6,130,470","20,097",836,"2,129",249,711,MASSACHUSETTS,"1,457",21,"148,266",16,"3,393","13,003","1,514",2009
"9,905","86,060",,292,"6,461",,910,"9,813","38,941","34,910",332,"1,010",633,893,"5,912",154,"29,569","18,679","2,495",221,"2,921","30,626","9,569,737","38,817",732,"2,571","1,037",954,MICHIGAN,"1,729",0,"296,005",291,"3,684","13,330","4,270",2009
"3,991","32,761",,184,"3,001",,"3,047","13,099","26,240","17,040",0,51,111,"1,356","3,066",19,"26,251","25,784","1,103",103,754,"17,220","5,094,567","30,539","1,087","1,214","4,060","1,444",MINNESOTA ,"1,862",0,"191,480",432,"4,342","5,419","1,858",2009
"1,160","40,364",,106,"2,673",,492,"8,928","12,644","13,240","6,062",733,139,847,"2,042",163,"10,191","2,181",385,109,"3,561","12,861","2,630,766","13,355",225,657,222,389,MISSISSIPPI,755,118,"123,587",119,"1,136","2,065","1,085",2009
"8,856","105,040",,305,"6,654",,"1,832","14,097","33,020","35,321",249,221,531,"2,229","3,367",101,"35,072","12,897","2,781",388,"4,515","34,915","5,943,053","44,812",569,"2,394","2,867","2,342",MISSOURI,"3,083",0,"324,277",172,"6,642","12,169","3,817",2009
796,"5,579",,31,248,,553,"3,216","4,373","1,539",0,33,27,58,183,0,"3,979","4,581",227,18,320,"3,761","905,870","4,485",1,52,504,57,MONTANA,21,0,"31,237",12,"1,006",893,62,2009
"1,373","15,917",,92,883,,292,"3,993","13,016","9,731",0,103,158,440,"1,529",19,"8,824","10,741",348,35,"1,467","8,968","1,591,339","10,147",180,377,448,614,NEBRASKA,739,0,"84,107",30,"2,887","1,943",903,2009
"5,110","58,500",,150,"3,018",,"2,697","3,417","15,234","16,976",145,505,194,"1,254","1,765",33,"14,367","10,299",715,149,"1,209","18,590","2,546,856","18,250","4,561","2,048","1,040","1,555",NEVADA,"2,006",10,"172,548","2,123","2,928","7,501","1,950",2009
470,"14,268",,54,550,,27,"1,500","4,676","4,020","4,022",47,45,221,774,3,"3,624","5,436",115,3,188,"6,499","1,160,414","4,343",46,176,338,175,NEW HAMPSHIRE,571,0,"49,351",78,"1,317",694,108,2009
"8,745","152,857",,313,"6,231",,"5,659","21,799","27,345","52,461",0,145,362,"1,766","5,039",275,"27,505","6,956",796,229,"14,411","27,102","8,522,309","34,845","1,372","4,413","3,803","1,543",NEW JERSEY,"3,739",0,"387,595","1,483","6,398","13,749","4,848",2009
"3,168","41,453",,101,"1,302",,15,"3,079","11,674","6,478",778,141,105,154,403,0,"8,891","4,488",445,69,"1,262","8,606","2,531,579","10,739",287,296,449,150,NEW MEXICO,583,50,"95,965",65,872,"3,638",601,2009
"10,504","76,371",,412,"8,158",,0,"14,615","36,093","60,543",0,154,522,"3,473","7,114",237,"48,308","5,165","2,186",279,"1,315","36,315","19,719,319","59,064",871,"4,323",0,"4,073",NEW YORK,"5,416",0,"347,436",875,"16,078","15,628","4,036",2009
"13,104","111,324",,283,"14,315",,0,"12,200","50,261","33,062",0,"1,353",474,"2,205","17,284",111,"42,756","8,567","1,191",483,"6,546","48,526","8,933,046","58,545","1,080","3,729","1,093","1,185",NORTH CAROLINA,"4,485",0,"389,370",0,"7,299","17,790","6,454",2009
378,"5,312",,15,331,,328,"1,867","3,904","1,851",399,32,38,108,728,1,"2,604","5,430",175,8,188,"2,020","611,734","3,125",4,41,535,104,NORTH DAKOTA,124,0,"27,209",4,548,465,132,2009
"3,400","68,869",,287,"6,370",,"1,570","21,065","18,993","30,904","4,096",47,466,"1,497","3,274",131,"31,106","12,405","1,343",232,"5,165","36,372","11,137,156","39,106","1,891","3,244",673,960,OHIO,"3,615",41,"266,624",55,"5,035","7,342","3,518",2009
"4,643","39,640",,251,"2,975",,"1,877","3,627","18,996","20,311","22,586",552,261,820,"2,737",10,"15,850","2,679",481,197,942,"9,707","3,526,827","19,557",411,852,"2,502",784,OKLAHOMA,"2,405",0,"159,508",3,"1,443","5,953","1,966",2009
"2,885","19,711",,226,"2,447",,"1,785","8,818","14,477","15,469",0,42,245,763,"1,300",4,"20,349","16,900","1,103",72,602,"14,044","3,612,440","24,125",660,"1,012","1,571","1,226",OREGON,386,0,"132,035",8,"4,474","4,214","1,456",2009
"15,136","51,764",,626,"9,278",,"22,221","59,739","50,177","52,549","23,852",419,"1,090","2,529","7,895",162,"44,895","23,047","2,753",526,"1,072","44,291","12,813,884","57,552","1,871","6,753","1,654","2,625",PENNSYLVANIA,"2,747",0,"446,511","1,342","11,442","23,505","4,056",2009
563,"10,891",,59,801,,18,"3,128","2,601","4,081",9,128,66,140,642,3,"3,012",894,117,12,172,"4,404","1,018,309","3,989",97,282,30,102,RHODE ISLAND,352,0,"34,247",2,"1,184",923,457,2009
"7,204","35,530",,139,"4,512",,61,"16,183","16,993","27,548","11,750",418,341,"1,818","10,245",337,"20,015","10,325",868,234,"1,307","20,497","4,397,223","25,534",642,"1,656",433,573,SOUTH CAROLINA,"2,036",0,"198,552","1,239","3,212","9,435","2,436",2009
358,"2,197",,10,330,,114,"1,843","5,720","2,868",96,40,59,95,688,0,"3,162","5,023",134,7,404,"3,260","774,759","3,636",14,42,662,77,SOUTH DAKOTA,86,0,"28,206",167,610,466,140,2009
"9,785","92,060",,205,"6,270",,"1,992","9,941","24,141","35,812","19,681",879,313,"2,983","7,757",443,"33,703","7,110","1,746",321,"2,004","31,772","5,889,352","41,924","2,531","2,731","1,831",708,TENNESSEE,863,0,"305,259",71,"4,362","13,150","3,244",2009
"23,622","340,401",,663,"20,432",,"11,644","40,885","93,856","144,329","139,684",492,"1,908","7,768","12,843",688,"117,211","28,517","5,212",823,"5,271","116,411","24,280,041","143,518","8,604","8,330","12,162","4,139",TEXAS,901,0,"1,174,813","2,530","14,122","34,683","11,365",2009
"1,484","45,602",,113,"1,471",,"1,375","5,839","7,805","11,224","5,123",28,191,"1,062","1,171",53,"18,657","11,099",436,37,"2,010","11,915","2,747,172","20,677",550,515,593,886,UTAH,795,0,"135,850",215,"4,293","2,227","1,308",2009
447,"3,310",,19,351,,0,830,"3,396","1,433",5,48,61,76,316,0,"1,676",686,101,6,361,"1,794","605,536","2,147",7,25,2,41,VERMONT,146,0,"15,630",0,469,539,24,2009
"4,205","107,897",,279,"4,304",,"2,221","5,575","27,623","29,780","32,711","1,660",300,"2,229","8,195",89,"29,782","11,864",919,267,"1,484","37,837","7,481,379","35,284",848,"1,866","3,707","1,063",VIRGINIA,991,0,"326,202",173,"4,621","6,638","3,712",2009
"4,868","69,313",,243,"4,453",,30,"4,542","16,421","16,561",6,100,620,"1,459","1,007",3,"26,871","9,738","1,204",138,702,"26,202","5,880,479","32,771",795,"1,954","1,446",988,WASHINGTON,"2,215",0,"200,290",52,"5,981","7,580","2,378",2009
"1,153","13,475",,28,791,,65,"1,041","4,780","6,167","3,753",109,63,383,764,12,"5,016","1,803",180,42,74,"5,841","925,274","6,015",125,201,36,169,WEST VIRGINIA,254,0,"47,529",11,888,"1,459",305,2009
"5,157","106,694",,185,"4,449",,"5,492","58,992","38,215","24,446",0,225,633,"1,340","5,069",214,"34,590","36,051","1,241",142,"2,602","18,164","5,389,299","40,465",371,"1,589","3,281","2,600",WISCONSIN,"1,664",0,"369,962","3,111","9,481","7,521","3,964",2009
488,"11,643",,12,286,,479,"1,329","6,662","2,807","2,700",13,43,114,225,3,"2,645","3,934",118,16,215,"3,370","539,500","3,061",14,30,406,164,WYOMING,63,30,"38,737",50,765,577,113,2009
"2,678","70,047",,108,"2,183",,96,"3,192","13,191","8,213","6,140",163,230,"1,178","6,370",47,"12,691","3,697",658,176,"1,022","17,457","4,421,075","15,640",74,688,,412,ALABAMA  ,"1,496",0,"155,266",97,"1,878","3,772","1,084",2010
"2,085","16,191",,33,486,,20,"1,083","4,997","2,491",496,96,88,118,283,10,"3,141","2,492",280,25,315,"5,220","705,910","3,940",161,264,,324,ALASKA,35,11,"42,084",16,903,"2,462",420,2010
"5,883","79,591",,198,"4,185",,"3,086","16,653","36,200","30,349",3,213,193,"1,901","2,062",268,"32,822","24,236","1,411",315,"2,336","24,471","6,783,974","38,616",956,"1,708",,"1,626",ARIZONA,"1,145",0,"286,906","1,368","11,026","8,099","2,701",2010
"2,643","52,917",,54,"2,027",,462,"2,755","8,616","9,753","7,168",44,164,670,"2,001",10,"9,179","1,950",286,67,85,"9,193","2,166,546","11,546",269,398,,163,ARKANSAS,777,0,"114,029",333,"1,249","3,272",796,2010
"88,102","314,204",,"1,133","51,601",,"10,066","12,433","195,276","241,547","105,388","1,264","1,909","6,932","8,367",497,"86,717","17,007","12,957","1,548",246,"84,758","37,923,361","152,408","11,344","18,163",,"11,949",CALIFORNIA ,"16,356",0,"1,357,573","4,640","24,795","109,722","28,374",2010
"4,471","83,255",,208,"2,483",,"1,484","10,213","27,833","15,294","1,723",112,441,752,"1,861",4,"19,510","12,479",971,120,"3,057","13,880","5,098,950","23,172",417,907,,841,COLORADO,647,29,"210,253",370,"5,201","5,939","1,690",2010
"3,644","31,132",,154,"2,787",,32,"14,206","9,621","17,092",1,174,234,747,"1,357",31,"13,514","1,077",646,104,"1,519","23,722","3,402,212","17,101",445,"1,431",,574,CONNECTICUT,463,0,"128,670",30,"2,548","5,413","1,385",2010
"1,750","4,865",,44,"1,145",,105,"2,316",211,"5,395",607,183,86,480,"1,678",12,"5,773","1,821",117,31,187,"7,672","897,934","7,079",27,600,,156,DELAWARE,448,0,"37,917",876,941,"2,467",391,2010
"33,270","500,643",,406,"28,392",,,,"52,346","141,831",,815,"1,546","3,562","14,989",384,"96,923","32,637","5,607",852,,"90,096","18,791,299","131,328","5,048","9,419",,"2,990",FLORIDA    ,"3,160",,"1,038,651",,"7,717","45,087","6,018",2010
"9,871","96,605",,240,"8,602",,526,"26,197","28,712","41,312","3,432",419,341,"5,083","7,735",585,"39,197","10,077","2,176",410,"4,421","32,790","7,826,626","50,215","1,414","2,892",,"3,910",GEORGIA,"3,592",42,"340,098","1,544","3,765","13,514","4,208",2010
870,"23,060",,30,512,,164,791,"5,922","2,078",0,51,111,129,403,38,"4,229","1,157",426,22,26,"4,862","1,207,055","5,197",296,375,,263,HAWAII,141,0,"46,875",0,694,"1,378",225,2010
"1,123","23,241",,51,986,,462,"2,544","10,458","6,349",305,65,104,218,440,0,"5,473","4,934",183,13,756,"5,667","1,466,441","6,693",13,105,,300,IDAHO,227,0,"65,624",11,"1,094","1,345",502,2010
"4,273","19,806",,59,"2,721",,285,"13,990","3,966","42,934",0,1,434,246,282,"3,059","13,185","1,256","3,118",264,377,"21,421","12,989,829","19,083","2,525","2,594",,700,ILLINOIS ,47,0,"145,657",141,"4,041","7,565","3,932",2010
"3,347","32,330",,92,"2,902",,709,"4,353","17,405","16,728","10,686",6,109,"1,069","1,441",18,"17,392","10,131",688,115,"1,428","12,163","6,819,446","21,074",203,762,,903,INDIANA,889,154,"139,062",100,"1,763","4,333","1,176",2010
"3,660","25,917",,115,"1,871",,607,"6,400","11,548","9,031","11,549",101,105,465,851,8,"11,615","7,509",387,20,947,"10,061","2,674,284","13,988",123,273,,210,IOWA,179,0,"106,800",13,"2,751","4,058",484,2010
"2,056","21,873",,73,"1,003",,0,"3,175","12,969","8,122",340,167,179,465,"1,216",1,"5,815","6,354",339,43,232,"11,615","1,978,746","7,230",185,284,,296,KANSAS,299,0,"79,565",0,"1,818","2,562",646,2010
"2,018","42,942",,84,"3,216",,51,"5,357","21,148","18,277","19,213",295,222,"1,452",811,15,"13,066",469,407,113,"3,630","9,553","3,042,574","16,773",275,"1,075",,360,KENTUCKY,"1,660",0,"148,208",496,991,"3,428","1,012",2010
"8,043","45,602",,102,"3,812",,133,"7,229","8,143","19,324","2,406",159,192,629,"1,884",61,"18,008","2,176",688,163,"1,092","15,633","2,616,792","22,610",257,906,,593,LOUISIANA,"1,279",95,"142,872",212,"2,301","9,304","1,750",2010
403,"16,420",,103,"1,493",,59,"1,924","6,203","5,933",35,43,68,319,742,2,"6,209","4,961",234,19,107,"6,637","1,328,361","8,039",10,201,,285,MAINE,211,0,"54,566",10,"1,522",691,413,2010
"7,117","90,034",,409,"5,813",,321,"6,544","18,526","44,888",1,275,305,"1,082","1,794",240,"21,528","6,748","1,791",271,"2,064","27,873","5,704,436","29,541","1,465","3,385",,"1,252",MARYLAND,181,256,"251,633",161,"3,654","11,078","3,655",2010
"10,667","36,299",,136,"3,934",,4,"7,942","11,634","12,086","7,443",148,383,676,"1,422",15,"15,199","4,601",768,87,"2,134","22,612","6,131,066","20,037",905,"1,850",,657,MASSACHUSETTS,"1,478",54,"148,282",10,"3,541","12,987","1,597",2010
"9,733","78,982",,281,"6,211",,886,"9,709","34,882","34,513",348,925,665,764,"5,152",118,"26,782","16,732","1,988",187,"2,774","30,457","9,249,545","35,262",446,"2,567",,"1,010",MICHIGAN,"1,799",0,"275,769",332,"3,406","13,152","4,120",2010
"4,019","34,547",,177,"2,833",,"2,091","13,095","24,978","17,501",1,39,,"1,179","2,721",19,"24,552","22,990",980,90,664,"16,873","5,303,925","28,542",966,"1,037",,"1,463",MINNESOTA ,"1,736",0,"180,703",554,"3,908",,"1,690",2010
"1,103","38,018",,74,"2,525",,466,"7,081","11,005","11,004","5,200",497,142,662,"1,662",126,"8,970","1,858",352,116,"3,480","11,391","2,569,211","11,921",149,612,,393,MISSISSIPPI,662,88,"109,802",136,"1,071","1,973",959,2010
"7,849","95,900",,302,"6,066",,"1,947","12,951","29,655","33,964",553,230,374,"1,986","2,894",99,"32,812","10,241","1,473",145,"4,138","29,970","5,974,070","40,653",338,"1,851",,"2,010",MISSOURI,"2,847",0,"289,495",219,"5,387","10,219","3,294",2010
672,"4,398",,29,233,,359,"2,830","3,659","1,494",0,21,25,38,153,0,"3,259","3,040",198,9,347,"3,270","858,976","3,719",1,54,,66,MONTANA,15,0,"25,058",4,801,760,83,2010
"1,484","16,296",,78,863,,292,"3,730","12,488","10,177",0,54,163,497,"1,425",10,"8,782","10,526",358,60,"1,386","8,870","1,641,088","10,081",148,332,,609,NEBRASKA,790,0,"83,132",37,"2,807","2,039",870,2010
"4,445","53,453",,100,"2,521",,"2,164","2,634","13,412","16,268",228,408,143,880,"1,545",19,"12,513","8,557",538,113,"1,327","16,820","2,397,300","15,672","3,738","1,576",,"1,355",NEVADA,"1,494",2,"152,050","1,686","2,514","6,277","1,597",2010
510,"13,790",,37,587,,17,"1,450","4,355","3,915","3,602",38,63,211,762,5,"3,507","4,411",69,5,178,"6,438","1,144,113","4,200",24,187,,162,NEW HAMPSHIRE,663,0,"46,438",52,"1,284",765,116,2010
"8,271","138,472",,280,"5,951",,"3,419","19,974","26,016","49,072",0,169,313,"1,681","3,798",106,"26,635","6,640",642,254,"13,284","26,206","8,598,088","33,508","1,489","3,825",,"1,441",NEW JERSEY,"3,182",0,"351,747",839,"5,488","12,663","4,300",2010
"3,778","47,950",,164,"1,636",,10,"3,522","11,307","8,814",845,207,122,296,613,37,"10,178","5,189",384,86,"1,351","10,545","2,807,829","12,362",347,330,,210,NEW MEXICO,585,77,"110,709",50,"1,368","4,316",708,2010
"9,724","72,360",,326,"8,256",,0,"14,017","36,578","62,519",0,103,503,"2,742","6,487",147,"45,462","4,620","2,051",234,623,"37,980","19,600,548","56,095",783,"3,372",,"3,708",NEW YORK ,"5,008",0,"338,474",868,"16,304","13,833","3,699",2010
"13,789","135,390",,369,"15,196",,0,"13,958","50,907","33,170",0,"1,473",598,"2,064","17,435",81,"43,788","9,634","1,180",553,"6,577","54,262","9,886,978","60,533","1,145","3,671",,"1,504",NORTH CAROLINA,"4,543",0,"425,700",279,"7,407","18,611","6,727",2010
351,"4,577",,10,232,,249,"2,167","3,945","1,938",196,35,39,77,613,0,"2,449","5,072",129,7,113,"1,846","605,751","2,820",5,31,,82,NORTH DAKOTA,143,0,"24,900",1,475,428,118,2010
"3,940","64,347",,222,"6,725",,"1,267","19,318","36,259","31,465","3,602",37,511,"1,509","2,902",45,"30,710","11,723",935,183,"4,172","36,172","11,539,835","38,592","1,724","2,790",,799,OHIO,"3,436",79,"272,655",39,"4,516","7,424","3,228",2010
"4,495","41,812",,253,"3,017",,"1,974","2,846","17,446","19,714","21,859",487,243,795,"2,278",46,"14,892","2,551",442,161,895,"9,387","3,706,617","18,604",247,761,,660,OKLAHOMA,"2,233",0,"153,958","1,111","1,431","5,660","1,922",2010
"2,738","18,324",,255,"2,343",,"1,504","9,421","13,600","15,600",0,37,222,745,"1,586",1,"19,943","14,350","1,165",82,468,"12,414","3,337,173","23,706",296,971,,"1,102",OREGON,339,0,"123,440",5,"4,438","4,013","1,491",2010
"15,836","53,938",,644,"9,389",,"19,166","58,285","51,402","55,858","24,949",400,975,"2,703","7,404",139,"46,175","22,405","2,595",556,"1,206","48,237","12,300,834","58,803","1,958","6,896",,"2,681",PENNSYLVANIA,"2,792",0,"452,862","1,338","10,642","24,263","4,293",2010
606,"12,177",,52,834,,4,"3,376","2,574","3,782",17,110,61,143,585,0,"2,748","1,162",151,9,101,"4,815","1,040,938","3,785",103,270,,107,RHODE ISLAND,393,0,"35,893",0,"1,305",946,408,2010
"6,789","31,280",,129,"4,484",,115,"15,479","19,245","30,435","11,706",403,305,"1,676","7,358",321,"20,805","9,613",838,239,"1,136","21,652","4,393,409","26,256",624,"1,486",,562,SOUTH CAROLINA,"2,063",0,"195,496",961,"3,386","8,819","2,406",2010
451,"2,371",,12,353,,196,"1,765","4,883","2,903",68,32,47,102,598,0,"2,942","5,066",112,11,254,"3,469","732,552","3,419",22,39,,57,SOUTH DAKOTA,94,0,"26,717",171,537,548,162,2010
"12,095","125,823",,219,"6,384",,"1,938","9,884","20,589","37,512","17,104",719,335,"2,478","6,438",408,"32,097","6,102","1,737",253,"2,359","29,574","5,932,498","40,437","2,387","2,296",,737,TENNESSEE,775,0,"327,693",35,"4,306","14,979","3,109",2010
"22,842","335,855",,567,"19,493",,"8,459","37,961","93,533","136,966","130,295",522,"1,851","6,958","13,033",624,"115,161","26,607","4,656",767,"5,414","112,198","24,862,112","139,877","7,554","7,612",,"4,301",TEXAS,908,0,"1,120,190","2,184","13,205","33,072","10,664",2010
"1,345","40,909",,80,"1,406",,"1,175","5,224","7,170","10,728","4,337",20,238,953,"1,091",1,"18,872","10,063",325,43,"1,562","11,330","2,669,959","20,683",414,444,,848,UTAH,774,0,"125,124",212,"4,300","2,070","1,260",2010
367,"2,353",,18,306,,0,553,"2,461","1,156",3,37,77,50,225,0,"1,208",428,80,6,293,"1,346","645,701","1,612",5,19,,14,VERMONT,105,0,"11,458",0,339,469,9,2010
"4,608","122,233",,265,"4,486",,"2,737","5,701","28,680","33,666","34,766","1,646",366,"2,268","7,425",78,"30,893","13,618","1,045",293,"2,072","42,988","7,864,147","36,689",689,"2,005",,"1,217",VIRGINIA,999,0,"353,473",233,"4,719","7,272","3,777",2010
"5,038","66,995",,223,"5,059",,34,"4,835","34,098","20,644",10,85,583,"1,238",954,7,"25,895","8,434","1,237",108,562,"26,736","6,269,545","32,414",836,"1,898",,876,WASHINGTON,"2,489",0,"217,761",54,"6,292","7,627","2,541",2010
"1,625","11,561",,53,875,,64,"1,098","4,922","6,235","3,388",139,60,434,802,10,"4,839","1,711",193,26,87,"6,347","1,488,466","5,960",114,178,,125,WEST VIRGINIA,345,0,"46,370",7,822,"1,889",310,2010
"4,711","91,312",,142,"3,949",,"4,263","49,517","29,549","22,651",5,164,626,"1,027","3,817",165,"28,916","28,373",958,139,"2,215","16,488","5,037,442","33,965",358,"1,777",,"2,311",WISCONSIN,"1,483",2,"309,381","2,977","8,168","7,253","3,318",2010
422,"10,269",,19,350,,429,"1,313","5,810","3,103","2,374",4,38,74,200,0,"2,418","3,760",84,6,194,"3,168","559,126","2,871",7,23,,148,WYOMING,68,15,"35,170",27,748,489,99,2010
